,gene_id,database,kegg_id
43679,blr2521,KEGG_reaction,-
43680,blr2522,KEGG_reaction,-
43681,bll2523,KEGG_reaction,-
43682,blr2524,KEGG_reaction,-
43683,blr2525,KEGG_reaction,-
43684,blr2526,KEGG_reaction,R05634
43685,bll2527,KEGG_reaction,-
43686,bll2528,KEGG_reaction,-
43687,bll2529,KEGG_reaction,R04355
43688,bll2529,KEGG_reaction,R04726
43689,bll2529,KEGG_reaction,R04952
43690,bll2529,KEGG_reaction,R04957
43691,bll2529,KEGG_reaction,R04960
43692,bll2529,KEGG_reaction,R04963
43693,bll2529,KEGG_reaction,R04968
43694,bll2529,KEGG_reaction,R07762
43695,bll2529,KEGG_reaction,R10115
43696,bll2529,KEGG_reaction,R10119
43697,bll2530,KEGG_reaction,-
43698,bll2532,KEGG_reaction,R09248
43699,bsr2531,KEGG_reaction,-
43700,blr2533,KEGG_reaction,-
43701,blr2534,KEGG_reaction,-
43702,blr2535,KEGG_reaction,R03654
43703,blr2536,KEGG_reaction,R03654
43704,bll2537,KEGG_reaction,-
43705,blr2538,KEGG_reaction,R00206
43706,blr2539,KEGG_reaction,-
43707,bll2540,KEGG_reaction,R03348
43708,bll2541,KEGG_reaction,R00357
43709,bll2541,KEGG_reaction,R00481
43710,bll2542,KEGG_reaction,R04292
43711,blr2543,KEGG_reaction,-
43712,blr2544,KEGG_reaction,R00919
43713,blr2545,KEGG_reaction,-
43714,blr2546,KEGG_reaction,-
43715,blr2547,KEGG_reaction,-
43716,blr2548,KEGG_reaction,-
43717,bll2549,KEGG_reaction,-
43718,bll2550,KEGG_reaction,-
43719,bll2551,KEGG_reaction,-
43720,bll2552,KEGG_reaction,-
43721,bll2553,KEGG_reaction,-
43722,bll2554,KEGG_reaction,-
43723,blr2555,KEGG_reaction,R01993
43724,blr2556,KEGG_reaction,R01931
43725,blr2556,KEGG_reaction,R03105
43726,blr2556,KEGG_reaction,R03106
43727,blr2557,KEGG_reaction,-
43728,blr2558,KEGG_reaction,-
43729,blr2559,KEGG_reaction,-
43730,bsl2560,KEGG_reaction,-
43731,bll2561,KEGG_reaction,-
43732,bll2562,KEGG_reaction,-
43733,bll2563,KEGG_reaction,-
43734,blr2564,KEGG_reaction,-
43735,bll2565,KEGG_reaction,-
43736,bll2566,KEGG_reaction,-
43737,bll2567,KEGG_reaction,-
43738,bll2568,KEGG_reaction,-
43739,bll2569,KEGG_reaction,R00197
43740,bll2570,KEGG_reaction,R10463
43741,blr2571,KEGG_reaction,-
43742,blr2573,KEGG_reaction,R01054
43743,bsl2574,KEGG_reaction,-
43744,bsl2575,KEGG_reaction,-
43745,blr2576,KEGG_reaction,-
43746,blr2577,KEGG_reaction,-
43747,blr2578,KEGG_reaction,-
43748,blr2579,KEGG_reaction,-
43749,bll2580,KEGG_reaction,-
43750,blr2581,KEGG_reaction,R00762
43751,blr2581,KEGG_reaction,R04780
43752,blr2582,KEGG_reaction,R01523
43753,blr2583,KEGG_reaction,R01067
43754,blr2583,KEGG_reaction,R01641
43755,blr2583,KEGG_reaction,R01830
43756,blr2583,KEGG_reaction,R06590
43757,blr2584,KEGG_reaction,R01068
43758,blr2584,KEGG_reaction,R01070
43759,blr2584,KEGG_reaction,R01829
43760,blr2584,KEGG_reaction,R02568
43761,blr2585,KEGG_reaction,R00024
43762,blr2585,KEGG_reaction,R03140
43763,blr2586,KEGG_reaction,R00024
43764,blr2586,KEGG_reaction,R03140
43765,blr2587,KEGG_reaction,-
43766,blr2588,KEGG_reaction,R01529
43767,blr2589,KEGG_reaction,-
43768,bll2590,KEGG_reaction,-
43769,blr2591,KEGG_reaction,-
43770,blr2592,KEGG_reaction,-
43771,bsl2593,KEGG_reaction,-
43772,bll2595,KEGG_reaction,-
43773,bsl2596,KEGG_reaction,-
43774,blr2597,KEGG_reaction,-
43775,bll2598,KEGG_reaction,-
43776,bll2599,KEGG_reaction,-
43777,bll2600,KEGG_reaction,-
43778,bsr2601,KEGG_reaction,-
43779,bsl2602,KEGG_reaction,-
43780,blr2603,KEGG_reaction,-
43781,bll2604,KEGG_reaction,-
43782,blr2605,KEGG_reaction,-
43783,blr2606,KEGG_reaction,R00025
43784,blr2607,KEGG_reaction,-
43785,blr2608,KEGG_reaction,R04620
43786,blr2609,KEGG_reaction,-
43787,bll2610,KEGG_reaction,-
43788,blr2611,KEGG_reaction,-
43789,bll2612,KEGG_reaction,R01939
43790,bll2613,KEGG_reaction,-
43791,blr2614,KEGG_reaction,-
43792,blr2615,KEGG_reaction,R00425
43793,blr2615,KEGG_reaction,R07281
43794,blr2616,KEGG_reaction,R02487
43795,blr2616,KEGG_reaction,R02488
43796,blr2616,KEGG_reaction,R10074
43797,blr2617,KEGG_reaction,R01736
43798,bll2618,KEGG_reaction,-
43799,bll2619,KEGG_reaction,R10820
43800,blr2620,KEGG_reaction,-
43801,bll2621,KEGG_reaction,-
43802,blr2622,KEGG_reaction,-
43803,bll2623,KEGG_reaction,R04533
43804,bll2623,KEGG_reaction,R04534
43805,bll2623,KEGG_reaction,R04536
43806,bll2623,KEGG_reaction,R04543
43807,bll2623,KEGG_reaction,R04566
43808,bll2623,KEGG_reaction,R04953
43809,bll2623,KEGG_reaction,R04964
43810,bll2623,KEGG_reaction,R07759
43811,bll2623,KEGG_reaction,R07763
43812,bll2623,KEGG_reaction,R10116
43813,bll2623,KEGG_reaction,R10120
43814,bll2623,KEGG_reaction,R11671
43815,bll2624,KEGG_reaction,R00277
43816,bll2624,KEGG_reaction,R00278
43817,bll2624,KEGG_reaction,R01710
43818,bll2624,KEGG_reaction,R01711
43819,blr2625,KEGG_reaction,-
43820,blr2626,KEGG_reaction,-
43821,bll2627,KEGG_reaction,-
43822,bll2628,KEGG_reaction,-
43823,blr2629,KEGG_reaction,R01404
43824,blr2629,KEGG_reaction,R04429
43825,blr2629,KEGG_reaction,R04430
43826,blr2629,KEGG_reaction,R04724
43827,blr2629,KEGG_reaction,R04725
43828,blr2629,KEGG_reaction,R04955
43829,blr2629,KEGG_reaction,R04956
43830,blr2629,KEGG_reaction,R04958
43831,blr2629,KEGG_reaction,R04959
43832,blr2629,KEGG_reaction,R04961
43833,blr2629,KEGG_reaction,R04962
43834,blr2629,KEGG_reaction,R04966
43835,blr2629,KEGG_reaction,R04967
43836,blr2629,KEGG_reaction,R04969
43837,blr2629,KEGG_reaction,R04970
43838,blr2629,KEGG_reaction,R07765
43839,blr2629,KEGG_reaction,R10118
43840,blr2629,KEGG_reaction,R10122
43841,blr2629,KEGG_reaction,R11671
43842,blr2630,KEGG_reaction,R01518
43843,blr2631,KEGG_reaction,R01714
43844,blr2632,KEGG_reaction,R00089
43845,blr2632,KEGG_reaction,R00434
43846,bll2633,KEGG_reaction,-
43847,bll2634,KEGG_reaction,-
43848,bsr2635,KEGG_reaction,-
43849,bll2636,KEGG_reaction,-
43850,bll2637,KEGG_reaction,-
43851,bll2638,KEGG_reaction,-
43852,bll2639,KEGG_reaction,-
43853,bll2640,KEGG_reaction,-
43854,blr2641,KEGG_reaction,-
43855,blr2642,KEGG_reaction,-
43856,bll2643,KEGG_reaction,-
43857,bll2644,KEGG_reaction,R03470
43858,bll2645,KEGG_reaction,-
43859,blr2646,KEGG_reaction,-
43860,bll2647,KEGG_reaction,-
43861,bll2648,KEGG_reaction,-
43862,bll2649,KEGG_reaction,-
43863,bll2650,KEGG_reaction,-
43864,bll2651,KEGG_reaction,R05636
43865,bsl2652,KEGG_reaction,-
43866,bll2653,KEGG_reaction,-
43867,bll2654,KEGG_reaction,R00183
43868,bll2654,KEGG_reaction,R00511
43869,bll2654,KEGG_reaction,R00963
43870,bll2654,KEGG_reaction,R01126
43871,bll2654,KEGG_reaction,R01227
43872,bll2654,KEGG_reaction,R01569
43873,bll2654,KEGG_reaction,R01664
43874,bll2654,KEGG_reaction,R01968
43875,bll2654,KEGG_reaction,R02088
43876,bll2654,KEGG_reaction,R02102
43877,bll2654,KEGG_reaction,R02323
43878,bll2654,KEGG_reaction,R02719
43879,bll2654,KEGG_reaction,R03346
43880,bll2655,KEGG_reaction,-
43881,blr2656,KEGG_reaction,-
43882,bll2657,KEGG_reaction,R00924
43883,bll2657,KEGG_reaction,R01175
43884,bll2657,KEGG_reaction,R01178
43885,bll2657,KEGG_reaction,R01279
43886,bll2657,KEGG_reaction,R02661
43887,bll2657,KEGG_reaction,R03172
43888,bll2657,KEGG_reaction,R03777
43889,bll2657,KEGG_reaction,R03857
43890,bll2657,KEGG_reaction,R03990
43891,bll2657,KEGG_reaction,R04095
43892,bll2657,KEGG_reaction,R04432
43893,bll2657,KEGG_reaction,R04751
43894,bll2657,KEGG_reaction,R04754
43895,bll2657,KEGG_reaction,R11130
43896,blr2658,KEGG_reaction,-
43897,blr2659,KEGG_reaction,-
43898,bll2660,KEGG_reaction,-
43899,bll2661,KEGG_reaction,-
43900,bll2662,KEGG_reaction,R03980
43901,bll2662,KEGG_reaction,R04856
43902,bll2663,KEGG_reaction,-
43903,bll2664,KEGG_reaction,-
43904,bll2665,KEGG_reaction,R03980
43905,bll2665,KEGG_reaction,R04856
43906,bll2667,KEGG_reaction,R03980
43907,bll2667,KEGG_reaction,R04856
43908,blr2668,KEGG_reaction,-
43909,blr2669,KEGG_reaction,-
43910,bsr2670,KEGG_reaction,-
43911,blr2671,KEGG_reaction,-
43912,bsr2672,KEGG_reaction,-
43913,bsl2673,KEGG_reaction,-
43914,bll2674,KEGG_reaction,-
43915,bll2675,KEGG_reaction,-
43916,bll2676,KEGG_reaction,-
43917,bll2677,KEGG_reaction,-
43918,bll2678,KEGG_reaction,R00197
43919,bll2679,KEGG_reaction,R03891
43920,bll2679,KEGG_reaction,R04061
43921,bll2680,KEGG_reaction,R05066
43922,bll2681,KEGG_reaction,-
43923,bll2682,KEGG_reaction,-
43924,bll2683,KEGG_reaction,-
43925,blr2684,KEGG_reaction,-
43926,blr2685,KEGG_reaction,-
43927,blr2686,KEGG_reaction,-
43928,blr2687,KEGG_reaction,-
43929,blr2688,KEGG_reaction,R01293
43930,blr2688,KEGG_reaction,R01419
43931,blr2688,KEGG_reaction,R05289
43932,blr2688,KEGG_reaction,R05663
43933,blr2688,KEGG_reaction,R05664
43934,blr2688,KEGG_reaction,R05699
43935,blr2688,KEGG_reaction,R07667
43936,blr2689,KEGG_reaction,R01764
43937,blr2689,KEGG_reaction,R02672
43938,blr2690,KEGG_reaction,R01764
43939,blr2690,KEGG_reaction,R02672
43940,bll2691,KEGG_reaction,-
43941,bll2692,KEGG_reaction,-
43942,blr2693,KEGG_reaction,-
43943,blr2694,KEGG_reaction,-
43944,blr2695,KEGG_reaction,-
43945,blr2696,KEGG_reaction,-
43946,blr2697,KEGG_reaction,-
43947,bll2698,KEGG_reaction,-
43948,bll2699,KEGG_reaction,-
43949,bll2700,KEGG_reaction,-
43950,bll2701,KEGG_reaction,-
43951,blr2702,KEGG_reaction,-
43952,bll2703,KEGG_reaction,-
43953,bll2704,KEGG_reaction,-
43954,blr2705,KEGG_reaction,-
43955,bll2706,KEGG_reaction,-
43956,bll2707,KEGG_reaction,-
43957,bll2708,KEGG_reaction,-
43958,blr2709,KEGG_reaction,-
43959,blr2710,KEGG_reaction,-
43960,bll2711,KEGG_reaction,-
43961,bll2712,KEGG_reaction,-
43962,blr2714,KEGG_reaction,R11335
43963,blr2715,KEGG_reaction,R11335
43964,blr2716,KEGG_reaction,-
43965,blr2717,KEGG_reaction,-
43966,bll2718,KEGG_reaction,-
43967,blr2719,KEGG_reaction,-
43968,blr2720,KEGG_reaction,-
43969,blr2721,KEGG_reaction,-
43970,blr2722,KEGG_reaction,-
43971,bll2723,KEGG_reaction,-
43972,blr2724,KEGG_reaction,-
43973,blr2725,KEGG_reaction,-
43974,blr2726,KEGG_reaction,-
43975,bll2727,KEGG_reaction,-
43976,blr2728,KEGG_reaction,-
43977,bll2729,KEGG_reaction,-
43978,bll2730,KEGG_reaction,-
43979,bll2731,KEGG_reaction,-
43980,bll2732,KEGG_reaction,R10151
43981,bll2733,KEGG_reaction,R10151
43982,bll2734,KEGG_reaction,R10151
43983,bll2735,KEGG_reaction,R09499
43984,bll2735,KEGG_reaction,R10152
43985,bll2736,KEGG_reaction,-
43986,bll2737,KEGG_reaction,-
43987,blr2739,KEGG_reaction,-
43988,bll2740,KEGG_reaction,-
43989,blr2741,KEGG_reaction,R00215
43990,blr2741,KEGG_reaction,R00267
43991,blr2741,KEGG_reaction,R00268
43992,blr2741,KEGG_reaction,R00994
43993,blr2741,KEGG_reaction,R01751
43994,blr2741,KEGG_reaction,R01899
43995,blr2741,KEGG_reaction,R02545
43996,blr2741,KEGG_reaction,R04426
43997,blr2741,KEGG_reaction,R06180
43998,blr2741,KEGG_reaction,R10052
43999,blr2742,KEGG_reaction,-
44000,bll2743,KEGG_reaction,-
44001,bll2744,KEGG_reaction,-
44002,bll2745,KEGG_reaction,-
44003,blr2746,KEGG_reaction,-
44004,bll2747,KEGG_reaction,R04533
44005,bll2747,KEGG_reaction,R04534
44006,bll2747,KEGG_reaction,R04536
44007,bll2747,KEGG_reaction,R04543
44008,bll2747,KEGG_reaction,R04566
44009,bll2747,KEGG_reaction,R04953
44010,bll2747,KEGG_reaction,R04964
44011,bll2747,KEGG_reaction,R07759
44012,bll2747,KEGG_reaction,R07763
44013,bll2747,KEGG_reaction,R10116
44014,bll2747,KEGG_reaction,R10120
44015,bll2747,KEGG_reaction,R11671
44016,blr2748,KEGG_reaction,-
44017,blr2749,KEGG_reaction,-
44018,blr2750,KEGG_reaction,-
44019,blr2751,KEGG_reaction,-
44020,bll2752,KEGG_reaction,-
44021,blr2753,KEGG_reaction,-
44022,blr2754,KEGG_reaction,-
44023,blr2755,KEGG_reaction,-
44024,blr2756,KEGG_reaction,-
44025,bll2757,KEGG_reaction,-
44026,bll2758,KEGG_reaction,-
44027,bll2759,KEGG_reaction,-
44028,bll2760,KEGG_reaction,-
44029,blr2761,KEGG_reaction,-
44030,blr2762,KEGG_reaction,-
44031,blr2763,KEGG_reaction,-
44032,blr2764,KEGG_reaction,-
44033,bsr2765,KEGG_reaction,-
44034,blr2766,KEGG_reaction,-
44035,blr2767,KEGG_reaction,-
44036,blr2768,KEGG_reaction,-
44037,blr2769,KEGG_reaction,R00086
44038,bsr2770,KEGG_reaction,-
44039,bll2771,KEGG_reaction,-
44040,bll2772,KEGG_reaction,-
44041,blr2773,KEGG_reaction,-
44042,blr2774,KEGG_reaction,-
44043,bll2775,KEGG_reaction,-
44044,blr2776,KEGG_reaction,-
44045,blr2777,KEGG_reaction,-
44046,bll2778,KEGG_reaction,R02421
44047,blr2779,KEGG_reaction,-
44048,blr2780,KEGG_reaction,R00623
44049,blr2780,KEGG_reaction,R00754
44050,blr2780,KEGG_reaction,R02124
44051,blr2780,KEGG_reaction,R04805
44052,blr2780,KEGG_reaction,R04880
44053,blr2780,KEGG_reaction,R05233
44054,blr2780,KEGG_reaction,R05234
44055,blr2780,KEGG_reaction,R06917
44056,blr2780,KEGG_reaction,R06927
44057,blr2780,KEGG_reaction,R07105
44058,blr2780,KEGG_reaction,R08281
44059,blr2780,KEGG_reaction,R08306
44060,blr2780,KEGG_reaction,R08310
44061,blr2781,KEGG_reaction,R00994
44062,blr2781,KEGG_reaction,R04426
44063,blr2781,KEGG_reaction,R10052
44064,bsl2782,KEGG_reaction,-
44065,bll2783,KEGG_reaction,R00923
44066,bll2783,KEGG_reaction,R03026
44067,bll2783,KEGG_reaction,R03045
44068,bll2783,KEGG_reaction,R04137
44069,bll2783,KEGG_reaction,R04170
44070,bll2783,KEGG_reaction,R04204
44071,bll2783,KEGG_reaction,R04224
44072,bll2783,KEGG_reaction,R04738
44073,bll2783,KEGG_reaction,R04740
44074,bll2783,KEGG_reaction,R04744
44075,bll2783,KEGG_reaction,R04746
44076,bll2783,KEGG_reaction,R04749
44077,bll2783,KEGG_reaction,R05595
44078,bll2783,KEGG_reaction,R06411
44079,bll2783,KEGG_reaction,R06412
44080,bll2783,KEGG_reaction,R06942
44081,bll2783,KEGG_reaction,R08093
44082,bll2784,KEGG_reaction,-
44083,bll2785,KEGG_reaction,-
44084,bll2786,KEGG_reaction,-
44085,blr2787,KEGG_reaction,-
44086,bsr2788,KEGG_reaction,-
44087,blr2789,KEGG_reaction,-
44088,bll2790,KEGG_reaction,-
44089,bll2791,KEGG_reaction,-
44090,bll2792,KEGG_reaction,-
44091,bll2793,KEGG_reaction,-
44092,bll2794,KEGG_reaction,-
44093,bll2795,KEGG_reaction,-
44094,bll2796,KEGG_reaction,-
44095,bsr2797,KEGG_reaction,-
44096,bll2798,KEGG_reaction,-
44097,blr2799,KEGG_reaction,R03891
44098,blr2799,KEGG_reaction,R04061
44099,bll2800,KEGG_reaction,-
44100,bll2801,KEGG_reaction,-
44101,blr2803,KEGG_reaction,-
44102,blr2804,KEGG_reaction,-
44103,blr2805,KEGG_reaction,-
44104,blr2806,KEGG_reaction,-
44105,blr2807,KEGG_reaction,-
44106,blr2808,KEGG_reaction,R00787
44107,blr2808,KEGG_reaction,R02450
44108,blr2809,KEGG_reaction,R00798
44109,blr2809,KEGG_reaction,R01106
44110,blr2810,KEGG_reaction,-
44111,blr2811,KEGG_reaction,-
44112,blr2812,KEGG_reaction,-
44113,bll2813,KEGG_reaction,-
44114,bll2814,KEGG_reaction,-
44115,blr2815,KEGG_reaction,R00014
44116,blr2815,KEGG_reaction,R00209
44117,blr2815,KEGG_reaction,R01699
44118,blr2815,KEGG_reaction,R03270
44119,blr2816,KEGG_reaction,R00264
44120,blr2816,KEGG_reaction,R00631
44121,blr2816,KEGG_reaction,R00710
44122,blr2816,KEGG_reaction,R00904
44123,blr2816,KEGG_reaction,R01752
44124,blr2816,KEGG_reaction,R01986
44125,blr2816,KEGG_reaction,R02549
44126,blr2816,KEGG_reaction,R02678
44127,blr2816,KEGG_reaction,R02940
44128,blr2816,KEGG_reaction,R02957
44129,blr2816,KEGG_reaction,R03283
44130,blr2816,KEGG_reaction,R03869
44131,blr2816,KEGG_reaction,R04065
44132,blr2816,KEGG_reaction,R04506
44133,blr2816,KEGG_reaction,R04903
44134,blr2816,KEGG_reaction,R05050
44135,blr2816,KEGG_reaction,R05237
44136,blr2816,KEGG_reaction,R05238
44137,blr2816,KEGG_reaction,R05286
44138,blr2816,KEGG_reaction,R06366
44139,blr2816,KEGG_reaction,R08146
44140,bll2817,KEGG_reaction,R01519
44141,bll2817,KEGG_reaction,R02427
44142,bll2817,KEGG_reaction,R02933
44143,bll2817,KEGG_reaction,R03751
44144,blr2818,KEGG_reaction,R10841
44145,bsr2819,KEGG_reaction,-
44146,blr2820,KEGG_reaction,-
44147,bll2821,KEGG_reaction,-
44148,bsr2822,KEGG_reaction,-
44149,blr2823,KEGG_reaction,-
44150,bll2824,KEGG_reaction,-
44151,bll2825,KEGG_reaction,-
44152,blr2826,KEGG_reaction,R01209
44153,blr2826,KEGG_reaction,R04441
44154,blr2826,KEGG_reaction,R05070
44155,blr2827,KEGG_reaction,-
44156,blr2828,KEGG_reaction,-
44157,blr2829,KEGG_reaction,-
44158,bll2830,KEGG_reaction,R09837
44159,bll2830,KEGG_reaction,R09839
44160,blr2831,KEGG_reaction,R02000
44161,blr2831,KEGG_reaction,R06782
44162,blr2831,KEGG_reaction,R06783
44163,bll2832,KEGG_reaction,R01051
44164,bll2832,KEGG_reaction,R02750
44165,bll2833,KEGG_reaction,-
44166,blr2834,KEGG_reaction,-
44167,blr2835,KEGG_reaction,-
44168,blr2836,KEGG_reaction,-
44169,blr2837,KEGG_reaction,-
44170,blr2838,KEGG_reaction,-
44171,blr2839,KEGG_reaction,-
44172,blr2840,KEGG_reaction,-
44173,blr2841,KEGG_reaction,-
44174,blr2842,KEGG_reaction,-
44175,bll2843,KEGG_reaction,-
44176,bll2844,KEGG_reaction,-
44177,bll2845,KEGG_reaction,-
44178,blr2846,KEGG_reaction,-
44179,bsr2847,KEGG_reaction,-
44180,blr2848,KEGG_reaction,-
44181,bll2849,KEGG_reaction,-
44182,bll2850,KEGG_reaction,R00756
44183,bll2850,KEGG_reaction,R00764
44184,bll2850,KEGG_reaction,R02073
44185,bll2850,KEGG_reaction,R03236
44186,bll2850,KEGG_reaction,R03237
44187,bll2850,KEGG_reaction,R03238
44188,bll2850,KEGG_reaction,R03239
44189,bll2850,KEGG_reaction,R04779
44190,bll2851,KEGG_reaction,R00762
44191,bll2851,KEGG_reaction,R01068
44192,bll2851,KEGG_reaction,R01070
44193,bll2851,KEGG_reaction,R02568
44194,bll2851,KEGG_reaction,R04780
44195,blr2852,KEGG_reaction,-
44196,bll2853,KEGG_reaction,R00089
44197,bll2853,KEGG_reaction,R00434
44198,blr2854,KEGG_reaction,-
44199,bll2855,KEGG_reaction,R00667
44200,bll2855,KEGG_reaction,R02283
44201,bll2855,KEGG_reaction,R04475
44202,bll2856,KEGG_reaction,-
44203,blr2857,KEGG_reaction,R05774
44204,blr2858,KEGG_reaction,-
44205,blr2859,KEGG_reaction,-
44206,blr2860,KEGG_reaction,-
44207,blr2861,KEGG_reaction,-
44208,blr2862,KEGG_reaction,-
44209,bsr2863,KEGG_reaction,-
44210,blr2864,KEGG_reaction,R00089
44211,blr2864,KEGG_reaction,R00434
44212,blr2865,KEGG_reaction,-
44213,bll2866,KEGG_reaction,-
44214,bll2867,KEGG_reaction,-
44215,bll2868,KEGG_reaction,-
44216,bll2869,KEGG_reaction,-
44217,bll2870,KEGG_reaction,-
44218,bll2871,KEGG_reaction,-
44219,bll2872,KEGG_reaction,R00494
44220,bll2872,KEGG_reaction,R01262
44221,bll2872,KEGG_reaction,R01687
44222,bll2872,KEGG_reaction,R03867
44223,bll2872,KEGG_reaction,R03916
44224,bll2872,KEGG_reaction,R03970
44225,bll2872,KEGG_reaction,R03971
44226,bll2872,KEGG_reaction,R04935
44227,bll2873,KEGG_reaction,-
44228,bll2874,KEGG_reaction,-
44229,bll2875,KEGG_reaction,-
44230,bll2876,KEGG_reaction,-
44231,bll2877,KEGG_reaction,-
44232,bsr2878,KEGG_reaction,-
44233,blr2879,KEGG_reaction,-
44234,blr2880,KEGG_reaction,-
44235,blr2881,KEGG_reaction,R07013
44236,blr2881,KEGG_reaction,R07014
44237,blr2881,KEGG_reaction,R07027
44238,blr2881,KEGG_reaction,R07071
44239,blr2881,KEGG_reaction,R07072
44240,blr2881,KEGG_reaction,R07082
44241,blr2881,KEGG_reaction,R09410
44242,blr2881,KEGG_reaction,R09417
44243,blr2881,KEGG_reaction,R09443
44244,blr2882,KEGG_reaction,R03629
44245,blr2882,KEGG_reaction,R04121
44246,blr2882,KEGG_reaction,R05259
44247,blr2883,KEGG_reaction,R01920
44248,blr2883,KEGG_reaction,R02869
44249,blr2883,KEGG_reaction,R08359
44250,bll2884,KEGG_reaction,-
44251,blr2885,KEGG_reaction,R04254
44252,blr2886,KEGG_reaction,-
44253,blr2887,KEGG_reaction,-
44254,blr2888,KEGG_reaction,-
44255,blr2889,KEGG_reaction,-
44256,blr2890,KEGG_reaction,-
44257,blr2891,KEGG_reaction,R09838
44258,bsr2892,KEGG_reaction,R09838
44259,blr2893,KEGG_reaction,R09838
44260,blr2894,KEGG_reaction,R09838
44261,blr2895,KEGG_reaction,R09838
44262,blr2896,KEGG_reaction,R09840
44263,blr2897,KEGG_reaction,R02539
44264,blr2898,KEGG_reaction,-
44265,blr2899,KEGG_reaction,-
44266,bll2900,KEGG_reaction,-
44267,blr2901,KEGG_reaction,-
44268,bll2902,KEGG_reaction,-
44269,bll2903,KEGG_reaction,-
44270,bll2904,KEGG_reaction,-
44271,bll2905,KEGG_reaction,-
44272,bsl2907,KEGG_reaction,-
44273,blr2906,KEGG_reaction,-
44274,bll2908,KEGG_reaction,-
44275,bll2909,KEGG_reaction,-
44276,bll2910,KEGG_reaction,-
44277,bll2911,KEGG_reaction,-
44278,blr2912,KEGG_reaction,-
44279,blr2913,KEGG_reaction,-
44280,bll2914,KEGG_reaction,R02540
44281,bll2914,KEGG_reaction,R03096
44282,bll2914,KEGG_reaction,R03180
44283,bll2914,KEGG_reaction,R03909
44284,bll2914,KEGG_reaction,R05551
44285,bll2914,KEGG_reaction,R05590
44286,bll2915,KEGG_reaction,-
44287,blr2916,KEGG_reaction,R00215
44288,blr2916,KEGG_reaction,R01751
44289,blr2916,KEGG_reaction,R02545
44290,blr2916,KEGG_reaction,R06180
44291,bll2917,KEGG_reaction,R02935
44292,bll2917,KEGG_reaction,R02936
44293,bll2918,KEGG_reaction,R01513
44294,bll2919,KEGG_reaction,R00905
44295,bll2919,KEGG_reaction,R04666
44296,bll2920,KEGG_reaction,-
44297,blr2921,KEGG_reaction,-
44298,blr2922,KEGG_reaction,-
44299,blr2923,KEGG_reaction,-
44300,blr2924,KEGG_reaction,-
44301,blr2925,KEGG_reaction,-
44302,blr2926,KEGG_reaction,-
44303,bll2927,KEGG_reaction,-
44304,blr2928,KEGG_reaction,-
44305,blr2929,KEGG_reaction,R01394
44306,blr2930,KEGG_reaction,R11706
44307,blr2930,KEGG_reaction,R11707
44308,blr2931,KEGG_reaction,-
44309,blr2932,KEGG_reaction,-
44310,blr2933,KEGG_reaction,-
44311,blr2934,KEGG_reaction,-
44312,blr2935,KEGG_reaction,-
44313,bll2936,KEGG_reaction,R00238
44314,bll2936,KEGG_reaction,R01177
44315,bll2937,KEGG_reaction,-
44316,blr2938,KEGG_reaction,R02231
44317,blr2938,KEGG_reaction,R06622
44318,blr2939,KEGG_reaction,-
44319,bll2940,KEGG_reaction,R00924
44320,bll2940,KEGG_reaction,R01175
44321,bll2940,KEGG_reaction,R01279
44322,bll2940,KEGG_reaction,R02661
44323,bll2940,KEGG_reaction,R03172
44324,bll2940,KEGG_reaction,R03777
44325,bll2940,KEGG_reaction,R03857
44326,bll2940,KEGG_reaction,R03990
44327,bll2940,KEGG_reaction,R04095
44328,bll2940,KEGG_reaction,R04432
44329,bll2940,KEGG_reaction,R04751
44330,bll2940,KEGG_reaction,R04754
44331,bll2941,KEGG_reaction,-
44332,bll2942,KEGG_reaction,-
44333,blr2943,KEGG_reaction,R09837
44334,blr2943,KEGG_reaction,R09839
44335,blr2944,KEGG_reaction,-
44336,blr2945,KEGG_reaction,-
44337,bll2946,KEGG_reaction,R10675
44338,blr2947,KEGG_reaction,R00924
44339,blr2947,KEGG_reaction,R01175
44340,blr2947,KEGG_reaction,R01178
44341,blr2947,KEGG_reaction,R01279
44342,blr2947,KEGG_reaction,R02661
44343,blr2947,KEGG_reaction,R03172
44344,blr2947,KEGG_reaction,R03777
44345,blr2947,KEGG_reaction,R03857
44346,blr2947,KEGG_reaction,R03990
44347,blr2947,KEGG_reaction,R04095
44348,blr2947,KEGG_reaction,R04432
44349,blr2947,KEGG_reaction,R04751
44350,blr2947,KEGG_reaction,R04754
44351,bll2948,KEGG_reaction,R01280
44352,bll2949,KEGG_reaction,-
44353,blr2950,KEGG_reaction,-
44354,blr2951,KEGG_reaction,R01280
44355,blr2952,KEGG_reaction,-
44356,blr2953,KEGG_reaction,-
44357,blr2954,KEGG_reaction,-
44358,blr2955,KEGG_reaction,R00345
44359,bll2956,KEGG_reaction,R01519
44360,bll2956,KEGG_reaction,R02427
44361,bll2956,KEGG_reaction,R02933
44362,bll2956,KEGG_reaction,R03751
44363,bll2957,KEGG_reaction,-
44364,bll2958,KEGG_reaction,-
44365,bll2959,KEGG_reaction,-
44366,blr2960,KEGG_reaction,R03905
44367,blr2960,KEGG_reaction,R04212
44368,blr2961,KEGG_reaction,-
44369,blr2962,KEGG_reaction,-
44370,blr2963,KEGG_reaction,-
44371,blr2964,KEGG_reaction,-
44372,bll2965,KEGG_reaction,R00006
44373,bll2965,KEGG_reaction,R00014
44374,bll2965,KEGG_reaction,R00226
