,title,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,characteristics_ch1,growth_protocol_ch1,molecule_ch1,label_ch1,taxid_ch1,scan_protocol,description,data_processing,platform_id,supplementary_file,data_row_count,characteristics_ch1.1,characteristics_ch1.2,supplementary_file.1,Genotype:ch1,Growth condition:ch1,Medium:ch1,characteristics_ch1.3,treatment_protocol_ch1,Time:ch1,description.1,contact_laboratory,genotype:ch1,growth condition:ch1,medium:ch1,time:ch1,growth medium:ch1,strain:ch1,treatment group:ch1,characteristics_ch1.4,genotype/variation:ch1,phase:ch1,treatment:ch1,host plant:ch1,infected with:ch1,time point:ch1,tissue:ch1,contact_web_link,Induction time:ch1
GSM210251,110spc4 micro PSY 6,Public on Jul 14 2007,Jul 13 2007,Aug 14 2011,RNA,1,B. japonicum wild-type strain grown microaerobically,Bradyrhizobium japonicum,Genotype: 110spc4,cells were grown until OD600 0.4-0.5 in PSY medium or as soybean bacteroids,total RNA,biotin,375,standard Affymetrix procedures,Gene expression data from B. japonicum wild-type strain grown microaerobically,"GeneChip Operating Software (GCOS) version 1.1 (Affymetrix), global scaling to a target intensity of 500",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210251/suppl/GSM210251.CEL.gz,18968,Growth condition: micro,Medium: PSY,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210251/suppl/GSM210251.CHP.gz,110spc4,micro,PSY,,no treatment was applied,,,,,,,,,,,,,,,,,,,,
GSM210252,110spc4 micro PSY 7,Public on Jul 14 2007,Jul 13 2007,Aug 14 2011,RNA,1,B. japonicum wild-type strain grown microaerobically,Bradyrhizobium japonicum,Genotype: 110spc4,cells were grown until OD600 0.4-0.5 in PSY medium or as soybean bacteroids,total RNA,biotin,375,standard Affymetrix procedures,Gene expression data from B. japonicum wild-type strain grown microaerobically,"GeneChip Operating Software (GCOS) version 1.1 (Affymetrix), global scaling to a target intensity of 500",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210252/suppl/GSM210252.CEL.gz,18968,Growth condition: micro,Medium: PSY,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210252/suppl/GSM210252.CHP.gz,110spc4,micro,PSY,,no treatment was applied,,,,,,,,,,,,,,,,,,,,
GSM210253,110spc4 micro PSY 8,Public on Jul 14 2007,Jul 13 2007,Aug 14 2011,RNA,1,B. japonicum wild-type strain grown microaerobically,Bradyrhizobium japonicum,Genotype: 110spc4,cells were grown until OD600 0.4-0.5 in PSY medium or as soybean bacteroids,total RNA,biotin,375,standard Affymetrix procedures,Gene expression data from B. japonicum wild-type strain grown microaerobically,"GeneChip Operating Software (GCOS) version 1.1 (Affymetrix), global scaling to a target intensity of 500",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210253/suppl/GSM210253.CEL.gz,18968,Growth condition: micro,Medium: PSY,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210253/suppl/GSM210253.CHP.gz,110spc4,micro,PSY,,no treatment was applied,,,,,,,,,,,,,,,,,,,,
GSM210254,110spc4 micro PSY 9,Public on Jul 14 2007,Jul 13 2007,Aug 14 2011,RNA,1,B. japonicum wild-type strain grown microaerobically,Bradyrhizobium japonicum,Genotype: 110spc4,cells were grown until OD600 0.4-0.5 in PSY medium or as soybean bacteroids,total RNA,biotin,375,standard Affymetrix procedures,Gene expression data from B. japonicum wild-type strain grown microaerobically,"GeneChip Operating Software (GCOS) version 1.1 (Affymetrix), global scaling to a target intensity of 500",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210254/suppl/GSM210254.CEL.gz,18968,Growth condition: micro,Medium: PSY,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210254/suppl/GSM210254.CHP.gz,110spc4,micro,PSY,,no treatment was applied,,,,,,,,,,,,,,,,,,,,
GSM210255,110spc4 micro PSY 10,Public on Jul 14 2007,Jul 13 2007,Aug 14 2011,RNA,1,B. japonicum wild-type strain grown microaerobically,Bradyrhizobium japonicum,Genotype: 110spc4,cells were grown until OD600 0.4-0.5 in PSY medium or as soybean bacteroids,total RNA,biotin,375,standard Affymetrix procedures,Gene expression data from B. japonicum wild-type strain grown microaerobically,"GeneChip Operating Software (GCOS) version 1.1 (Affymetrix), global scaling to a target intensity of 500",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210255/suppl/GSM210255.CEL.gz,18968,Growth condition: micro,Medium: PSY,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210255/suppl/GSM210255.CHP.gz,110spc4,micro,PSY,,no treatment was applied,,,,,,,,,,,,,,,,,,,,
GSM210256,110spc4 micro PSY 11,Public on Jul 14 2007,Jul 13 2007,Aug 14 2011,RNA,1,B. japonicum wild-type strain grown microaerobically,Bradyrhizobium japonicum,Genotype: 110spc4,cells were grown until OD600 0.4-0.5 in PSY medium or as soybean bacteroids,total RNA,biotin,375,standard Affymetrix procedures,Gene expression data from B. japonicum wild-type strain grown microaerobically,"GeneChip Operating Software (GCOS) version 1.1 (Affymetrix), global scaling to a target intensity of 500",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210256/suppl/GSM210256.CEL.gz,18968,Growth condition: micro,Medium: PSY,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210256/suppl/GSM210256.CHP.gz,110spc4,micro,PSY,,no treatment was applied,,,,,,,,,,,,,,,,,,,,
GSM210257,110spc4 micro PSY 12,Public on Jul 14 2007,Jul 13 2007,Aug 14 2011,RNA,1,B. japonicum wild-type strain grown microaerobically,Bradyrhizobium japonicum,Genotype: 110spc4,cells were grown until OD600 0.4-0.5 in PSY medium or as soybean bacteroids,total RNA,biotin,375,standard Affymetrix procedures,Gene expression data from B. japonicum wild-type strain grown microaerobically,"GeneChip Operating Software (GCOS) version 1.1 (Affymetrix), global scaling to a target intensity of 500",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210257/suppl/GSM210257.CEL.gz,18968,Growth condition: micro,Medium: PSY,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210257/suppl/GSM210257.CHP.gz,110spc4,micro,PSY,,no treatment was applied,,,,,,,,,,,,,,,,,,,,
GSM210258,110spc4 micro PSY 13,Public on Jul 14 2007,Jul 13 2007,Aug 14 2011,RNA,1,B. japonicum wild-type strain grown microaerobically,Bradyrhizobium japonicum,Genotype: 110spc4,cells were grown until OD600 0.4-0.5 in PSY medium or as soybean bacteroids,total RNA,biotin,375,standard Affymetrix procedures,Gene expression data from B. japonicum wild-type strain grown microaerobically,"GeneChip Operating Software (GCOS) version 1.1 (Affymetrix), global scaling to a target intensity of 500",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210258/suppl/GSM210258.CEL.gz,18968,Growth condition: micro,Medium: PSY,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210258/suppl/GSM210258.CHP.gz,110spc4,micro,PSY,,no treatment was applied,,,,,,,,,,,,,,,,,,,,
GSM210259,110spc4 micro PSY 14,Public on Jul 14 2007,Jul 13 2007,Aug 14 2011,RNA,1,B. japonicum wild-type strain grown microaerobically,Bradyrhizobium japonicum,Genotype: 110spc4,cells were grown until OD600 0.4-0.5 in PSY medium or as soybean bacteroids,total RNA,biotin,375,standard Affymetrix procedures,Gene expression data from B. japonicum wild-type strain grown microaerobically,"GeneChip Operating Software (GCOS) version 1.1 (Affymetrix), global scaling to a target intensity of 500",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210259/suppl/GSM210259.CEL.gz,18968,Growth condition: micro,Medium: PSY,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210259/suppl/GSM210259.CHP.gz,110spc4,micro,PSY,,no treatment was applied,,,,,,,,,,,,,,,,,,,,
GSM210260,110spc4 micro PSY 15,Public on Jul 14 2007,Jul 13 2007,Aug 14 2011,RNA,1,B. japonicum wild-type strain grown microaerobically,Bradyrhizobium japonicum,Genotype: 110spc4,cells were grown until OD600 0.4-0.5 in PSY medium or as soybean bacteroids,total RNA,biotin,375,standard Affymetrix procedures,Gene expression data from B. japonicum wild-type strain grown microaerobically,"GeneChip Operating Software (GCOS) version 1.1 (Affymetrix), global scaling to a target intensity of 500",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210260/suppl/GSM210260.CEL.gz,18968,Growth condition: micro,Medium: PSY,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210260/suppl/GSM210260.CHP.gz,110spc4,micro,PSY,,no treatment was applied,,,,,,,,,,,,,,,,,,,,
GSM210261,110spc4 micro PSY 16,Public on Jul 14 2007,Jul 13 2007,Aug 14 2011,RNA,1,B. japonicum wild-type strain grown microaerobically,Bradyrhizobium japonicum,Genotype: 110spc4,cells were grown until OD600 0.4-0.5 in PSY medium or as soybean bacteroids,total RNA,biotin,375,standard Affymetrix procedures,Gene expression data from B. japonicum wild-type strain grown microaerobically,"GeneChip Operating Software (GCOS) version 1.1 (Affymetrix), global scaling to a target intensity of 500",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210261/suppl/GSM210261.CEL.gz,18968,Growth condition: micro,Medium: PSY,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210261/suppl/GSM210261.CHP.gz,110spc4,micro,PSY,,no treatment was applied,,,,,,,,,,,,,,,,,,,,
GSM210262,110spc4 micro PSY 17,Public on Jul 14 2007,Jul 13 2007,Aug 14 2011,RNA,1,B. japonicum wild-type strain grown microaerobically,Bradyrhizobium japonicum,Genotype: 110spc4,cells were grown until OD600 0.4-0.5 in PSY medium or as soybean bacteroids,total RNA,biotin,375,standard Affymetrix procedures,Gene expression data from B. japonicum wild-type strain grown microaerobically,"GeneChip Operating Software (GCOS) version 1.1 (Affymetrix), global scaling to a target intensity of 500",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210262/suppl/GSM210262.CEL.gz,18968,Growth condition: micro,Medium: PSY,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210262/suppl/GSM210262.CHP.gz,110spc4,micro,PSY,,no treatment was applied,,,,,,,,,,,,,,,,,,,,
GSM210263,110spc4 micro PSY 18,Public on Jul 14 2007,Jul 13 2007,Aug 14 2011,RNA,1,B. japonicum wild-type strain grown microaerobically,Bradyrhizobium japonicum,Genotype: 110spc4,cells were grown until OD600 0.4-0.5 in PSY medium or as soybean bacteroids,total RNA,biotin,375,standard Affymetrix procedures,Gene expression data from B. japonicum wild-type strain grown microaerobically,"GeneChip Operating Software (GCOS) version 1.1 (Affymetrix), global scaling to a target intensity of 500",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210263/suppl/GSM210263.CEL.gz,18968,Growth condition: micro,Medium: PSY,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210263/suppl/GSM210263.CHP.gz,110spc4,micro,PSY,,no treatment was applied,,,,,,,,,,,,,,,,,,,,
GSM210264,110spc4 micro PSY 19,Public on Jul 14 2007,Jul 13 2007,Aug 14 2011,RNA,1,B. japonicum wild-type strain grown microaerobically,Bradyrhizobium japonicum,Genotype: 110spc4,cells were grown until OD600 0.4-0.5 in PSY medium or as soybean bacteroids,total RNA,biotin,375,standard Affymetrix procedures,Gene expression data from B. japonicum wild-type strain grown microaerobically,"GeneChip Operating Software (GCOS) version 1.1 (Affymetrix), global scaling to a target intensity of 500",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210264/suppl/GSM210264.CEL.gz,18968,Growth condition: micro,Medium: PSY,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210264/suppl/GSM210264.CHP.gz,110spc4,micro,PSY,,no treatment was applied,,,,,,,,,,,,,,,,,,,,
GSM210265,110spc4 micro PSY 20,Public on Jul 14 2007,Jul 13 2007,Aug 14 2011,RNA,1,B. japonicum wild-type strain grown microaerobically,Bradyrhizobium japonicum,Genotype: 110spc4,cells were grown until OD600 0.4-0.5 in PSY medium or as soybean bacteroids,total RNA,biotin,375,standard Affymetrix procedures,Gene expression data from B. japonicum wild-type strain grown microaerobically,"GeneChip Operating Software (GCOS) version 1.1 (Affymetrix), global scaling to a target intensity of 500",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210265/suppl/GSM210265.CEL.gz,18968,Growth condition: micro,Medium: PSY,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210265/suppl/GSM210265.CHP.gz,110spc4,micro,PSY,,no treatment was applied,,,,,,,,,,,,,,,,,,,,
GSM210266,110spc4 micro PSY 21,Public on Jul 14 2007,Jul 13 2007,Aug 14 2011,RNA,1,B. japonicum wild-type strain grown microaerobically,Bradyrhizobium japonicum,Genotype: 110spc4,cells were grown until OD600 0.4-0.5 in PSY medium or as soybean bacteroids,total RNA,biotin,375,standard Affymetrix procedures,Gene expression data from B. japonicum wild-type strain grown microaerobically,"GeneChip Operating Software (GCOS) version 1.1 (Affymetrix), global scaling to a target intensity of 500",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210266/suppl/GSM210266.CEL.gz,18968,Growth condition: micro,Medium: PSY,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210266/suppl/GSM210266.CHP.gz,110spc4,micro,PSY,,no treatment was applied,,,,,,,,,,,,,,,,,,,,
GSM210267,110spc4 micro PSY 22,Public on Jul 14 2007,Jul 13 2007,Aug 14 2011,RNA,1,B. japonicum wild-type strain grown microaerobically,Bradyrhizobium japonicum,Genotype: 110spc4,cells were grown until OD600 0.4-0.5 in PSY medium or as soybean bacteroids,total RNA,biotin,375,standard Affymetrix procedures,Gene expression data from B. japonicum wild-type strain grown microaerobically,"GeneChip Operating Software (GCOS) version 1.1 (Affymetrix), global scaling to a target intensity of 500",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210267/suppl/GSM210267.CEL.gz,18968,Growth condition: micro,Medium: PSY,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210267/suppl/GSM210267.CHP.gz,110spc4,micro,PSY,,no treatment was applied,,,,,,,,,,,,,,,,,,,,
GSM210268,110spc4 micro PSY 23,Public on Jul 14 2007,Jul 13 2007,Aug 14 2011,RNA,1,B. japonicum wild-type strain grown microaerobically,Bradyrhizobium japonicum,Genotype: 110spc4,cells were grown until OD600 0.4-0.5 in PSY medium or as soybean bacteroids,total RNA,biotin,375,standard Affymetrix procedures,Gene expression data from B. japonicum wild-type strain grown microaerobically,"GeneChip Operating Software (GCOS) version 1.1 (Affymetrix), global scaling to a target intensity of 500",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210268/suppl/GSM210268.CEL.gz,18968,Growth condition: micro,Medium: PSY,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210268/suppl/GSM210268.CHP.gz,110spc4,micro,PSY,,no treatment was applied,,,,,,,,,,,,,,,,,,,,
GSM210269,110spc4 aerobic PSY 1,Public on Jul 14 2007,Jul 13 2007,Aug 14 2011,RNA,1,B. japonicum wild-type strain grown aerobically,Bradyrhizobium japonicum,Genotype: 110spc4,cells were grown until OD600 0.4-0.5 in PSY medium or as soybean bacteroids,total RNA,biotin,375,standard Affymetrix procedures,Gene expression data from B. japonicum wild-type strain grown aerobically,"GeneChip Operating Software (GCOS) version 1.1 (Affymetrix), global scaling to a target intensity of 500",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210269/suppl/GSM210269.CEL.gz,18968,Growth condition: aerobic,Medium: PSY,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210269/suppl/GSM210269.CHP.gz,110spc4,aerobic,PSY,,no treatment was applied,,,,,,,,,,,,,,,,,,,,
GSM210270,110spc4 aerobic PSY 2,Public on Jul 14 2007,Jul 13 2007,Aug 14 2011,RNA,1,B. japonicum wild-type strain grown aerobically,Bradyrhizobium japonicum,Genotype: 110spc4,cells were grown until OD600 0.4-0.5 in PSY medium or as soybean bacteroids,total RNA,biotin,375,standard Affymetrix procedures,Gene expression data from B. japonicum wild-type strain grown aerobically,"GeneChip Operating Software (GCOS) version 1.1 (Affymetrix), global scaling to a target intensity of 500",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210270/suppl/GSM210270.CEL.gz,18968,Growth condition: aerobic,Medium: PSY,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210270/suppl/GSM210270.CHP.gz,110spc4,aerobic,PSY,,no treatment was applied,,,,,,,,,,,,,,,,,,,,
GSM210271,110spc4 aerobic PSY 3,Public on Jul 14 2007,Jul 13 2007,Aug 14 2011,RNA,1,B. japonicum wild-type strain grown aerobically,Bradyrhizobium japonicum,Genotype: 110spc4,cells were grown until OD600 0.4-0.5 in PSY medium or as soybean bacteroids,total RNA,biotin,375,standard Affymetrix procedures,Gene expression data from B. japonicum wild-type strain grown aerobically,"GeneChip Operating Software (GCOS) version 1.1 (Affymetrix), global scaling to a target intensity of 500",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210271/suppl/GSM210271.CEL.gz,18968,Growth condition: aerobic,Medium: PSY,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210271/suppl/GSM210271.CHP.gz,110spc4,aerobic,PSY,,no treatment was applied,,,,,,,,,,,,,,,,,,,,
GSM210272,110spc4 aerobic PSY 4,Public on Jul 14 2007,Jul 13 2007,Aug 14 2011,RNA,1,B. japonicum wild-type strain grown aerobically,Bradyrhizobium japonicum,Genotype: 110spc4,cells were grown until OD600 0.4-0.5 in PSY medium or as soybean bacteroids,total RNA,biotin,375,standard Affymetrix procedures,Gene expression data from B. japonicum wild-type strain grown aerobically,"GeneChip Operating Software (GCOS) version 1.1 (Affymetrix), global scaling to a target intensity of 500",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210272/suppl/GSM210272.CEL.gz,18968,Growth condition: aerobic,Medium: PSY,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210272/suppl/GSM210272.CHP.gz,110spc4,aerobic,PSY,,no treatment was applied,,,,,,,,,,,,,,,,,,,,
GSM210273,110spc4 aerobic PSY 5,Public on Jul 14 2007,Jul 13 2007,Aug 14 2011,RNA,1,B. japonicum wild-type strain grown aerobically,Bradyrhizobium japonicum,Genotype: 110spc4,cells were grown until OD600 0.4-0.5 in PSY medium or as soybean bacteroids,total RNA,biotin,375,standard Affymetrix procedures,Gene expression data from B. japonicum wild-type strain grown aerobically,"GeneChip Operating Software (GCOS) version 1.1 (Affymetrix), global scaling to a target intensity of 500",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210273/suppl/GSM210273.CEL.gz,18968,Growth condition: aerobic,Medium: PSY,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210273/suppl/GSM210273.CHP.gz,110spc4,aerobic,PSY,,no treatment was applied,,,,,,,,,,,,,,,,,,,,
GSM210274,110spc4 aerobic PSY 6,Public on Jul 14 2007,Jul 13 2007,Aug 14 2011,RNA,1,B. japonicum wild-type strain grown aerobically,Bradyrhizobium japonicum,Genotype: 110spc4,cells were grown until OD600 0.4-0.5 in PSY medium or as soybean bacteroids,total RNA,biotin,375,standard Affymetrix procedures,Gene expression data from B. japonicum wild-type strain grown aerobically,"GeneChip Operating Software (GCOS) version 1.1 (Affymetrix), global scaling to a target intensity of 500",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210274/suppl/GSM210274.CEL.gz,18968,Growth condition: aerobic,Medium: PSY,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210274/suppl/GSM210274.CHP.gz,110spc4,aerobic,PSY,,no treatment was applied,,,,,,,,,,,,,,,,,,,,
GSM210275,110spc4 aerobic PSY 7,Public on Jul 14 2007,Jul 13 2007,Aug 14 2011,RNA,1,B. japonicum wild-type strain grown aerobically,Bradyrhizobium japonicum,Genotype: 110spc4,cells were grown until OD600 0.4-0.5 in PSY medium or as soybean bacteroids,total RNA,biotin,375,standard Affymetrix procedures,Gene expression data from B. japonicum wild-type strain grown aerobically,"GeneChip Operating Software (GCOS) version 1.1 (Affymetrix), global scaling to a target intensity of 500",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210275/suppl/GSM210275.CEL.gz,18968,Growth condition: aerobic,Medium: PSY,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210275/suppl/GSM210275.CHP.gz,110spc4,aerobic,PSY,,no treatment was applied,,,,,,,,,,,,,,,,,,,,
GSM210276,110spc4 aerobic PSY 8,Public on Jul 14 2007,Jul 13 2007,Aug 14 2011,RNA,1,B. japonicum wild-type strain grown aerobically,Bradyrhizobium japonicum,Genotype: 110spc4,cells were grown until OD600 0.4-0.5 in PSY medium or as soybean bacteroids,total RNA,biotin,375,standard Affymetrix procedures,Gene expression data from B. japonicum wild-type strain grown aerobically,"GeneChip Operating Software (GCOS) version 1.1 (Affymetrix), global scaling to a target intensity of 500",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210276/suppl/GSM210276.CEL.gz,18968,Growth condition: aerobic,Medium: PSY,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210276/suppl/GSM210276.CHP.gz,110spc4,aerobic,PSY,,no treatment was applied,,,,,,,,,,,,,,,,,,,,
GSM210277,110spc4 aerobic PSY 9,Public on Jul 14 2007,Jul 13 2007,Aug 14 2011,RNA,1,B. japonicum wild-type strain grown aerobically,Bradyrhizobium japonicum,Genotype: 110spc4,cells were grown until OD600 0.4-0.5 in PSY medium or as soybean bacteroids,total RNA,biotin,375,standard Affymetrix procedures,Gene expression data from B. japonicum wild-type strain grown aerobically,"GeneChip Operating Software (GCOS) version 1.1 (Affymetrix), global scaling to a target intensity of 500",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210277/suppl/GSM210277.CEL.gz,18968,Growth condition: aerobic,Medium: PSY,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210277/suppl/GSM210277.CHP.gz,110spc4,aerobic,PSY,,no treatment was applied,,,,,,,,,,,,,,,,,,,,
GSM210278,110spc4 aerobic PSY 10,Public on Jul 14 2007,Jul 13 2007,Aug 14 2011,RNA,1,B. japonicum wild-type strain grown aerobically,Bradyrhizobium japonicum,Genotype: 110spc4,cells were grown until OD600 0.4-0.5 in PSY medium or as soybean bacteroids,total RNA,biotin,375,standard Affymetrix procedures,Gene expression data from B. japonicum wild-type strain grown aerobically,"GeneChip Operating Software (GCOS) version 1.1 (Affymetrix), global scaling to a target intensity of 500",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210278/suppl/GSM210278.CEL.gz,18968,Growth condition: aerobic,Medium: PSY,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210278/suppl/GSM210278.CHP.gz,110spc4,aerobic,PSY,,no treatment was applied,,,,,,,,,,,,,,,,,,,,
